birth_date,borrower_gender,borrower_id,defaulters
2020-03-01,male,153,0
2020-01-22,male,154,0
2020-01-12,female,155,0
2020-03-28,male,156,0
2020-02-07,female,157,0
2020-03-24,male,158,0
2020-01-30,male,159,0
2020-03-17,male,160,1
2020-02-18,female,161,0
2020-01-15,other,162,0
2020-01-01,male,163,0
2020-02-10,other,164,0
2020-01-22,female,165,0
2020-02-10,female,166,0
2020-03-11,female,167,0
2020-01-16,female,168,0
2020-03-25,female,169,0
2020-03-01,male,170,0
2020-02-18,male,171,0
2020-02-23,male,172,0
2020-01-15,male,173,0
2020-01-12,male,174,0
2020-02-29,female,175,0
2020-02-19,male,176,0
2020-02-15,female,177,0
2020-01-25,male,178,0
2020-03-03,female,179,0
2020-02-03,male,180,0
2020-03-21,male,181,0
2020-01-20,male,182,0
2020-03-23,female,183,0
2020-01-09,male,184,0
2020-02-11,male,185,0
2020-01-08,female,186,0
2020-01-01,male,187,0
2020-02-10,male,188,0
2020-02-04,male,189,0
2020-02-01,male,190,0
2020-02-13,male,191,0
2020-03-20,male,192,0
2020-02-08,female,193,0
2020-01-30,male,194,0
2020-02-08,male,195,0
2020-02-01,female,196,0
2020-02-04,male,197,0
2020-03-17,male,198,0
2020-01-20,male,199,0
2020-02-05,female,200,0
2020-01-27,female,201,0
2020-02-23,male,202,0
2020-02-12,male,203,0
2020-01-04,male,204,0
2020-02-16,female,205,0
2020-01-30,male,206,0
2020-03-23,female,207,0
2020-01-20,male,208,0
2020-02-12,male,209,0
2020-02-20,male,210,0
2020-02-09,female,211,0
2020-02-27,male,212,0
2020-01-27,male,213,0
2020-01-02,male,214,0
2020-03-22,female,215,0
2020-03-25,female,216,0
2020-01-14,male,217,0
2020-02-25,male,218,0
2020-01-04,female,219,0
2020-01-07,male,220,0
2020-02-25,male,221,0
2020-02-18,male,222,0
2020-02-11,female,223,0
2020-01-05,male,224,0
2020-03-05,male,225,0
2020-01-13,male,226,0
2020-01-23,female,227,0
2020-02-01,other,228,0
2020-01-15,male,229,0
2020-03-18,other,230,0
2020-02-17,female,231,0
2020-01-14,male,232,0
2020-01-04,male,233,0
2020-03-12,female,234,0
2020-03-21,female,235,0
2020-02-13,female,236,0
2020-03-16,male,237,0
2020-02-16,male,238,0
2020-01-05,male,239,0
2020-03-10,male,240,0
2020-02-12,female,241,0
2020-01-29,female,242,0
2020-03-11,male,243,0
2020-02-23,female,244,0
2020-03-16,female,245,0
2020-02-06,male,246,0
2020-01-20,female,247,0
2020-02-25,other,248,0
2020-01-08,female,249,0
2020-04-01,male,250,0
2020-03-18,female,251,0
2020-02-16,female,252,0
2020-02-12,male,253,0
2020-03-16,female,254,0
2020-01-25,female,255,0
2020-01-17,female,256,0
2020-03-10,male,257,0
2020-03-26,male,258,0
2020-03-13,male,259,0
2020-01-28,female,260,0
2020-01-06,male,261,0
2020-03-09,female,262,0
2020-02-26,female,263,0
2020-02-27,male,264,0
2020-01-25,male,265,0
2020-02-17,female,266,0
2020-01-12,female,267,0
2020-03-30,male,268,0
2020-03-01,male,269,0
2020-01-28,female,270,0
2020-03-25,other,271,0
2020-01-15,male,272,0
2020-01-16,male,273,0
2020-01-21,male,274,0
2020-01-14,male,275,0
2020-02-09,male,276,0
2020-01-26,female,277,0
2020-01-27,male,278,0
2020-03-16,male,279,0
2020-03-28,male,280,0
2020-01-27,other,281,0
2020-02-03,male,282,0
2020-03-26,male,283,0
2020-01-15,other,284,0
2020-02-13,female,285,0
2020-01-08,other,286,0
2020-02-09,male,287,0
2020-02-04,male,288,0
2020-01-16,female,289,0
2020-03-22,male,290,0
2020-04-01,female,291,0
2020-02-02,male,292,0
2020-03-24,male,293,0
2020-03-23,male,294,0
2020-03-12,female,295,0
2020-01-09,male,296,0
2020-02-23,male,297,1
2020-01-06,male,298,0
2020-01-04,female,299,0
2020-03-08,female,300,0
2020-02-24,male,301,0
2020-03-26,female,302,0
2020-02-02,female,303,0
2020-03-13,male,304,0
2020-02-17,female,305,0
2020-03-12,female,306,0
2020-01-15,female,307,0
2020-03-29,male,308,0
2020-02-25,male,309,0
2020-02-13,male,310,0
2020-01-21,female,311,0
2020-02-28,male,312,0
2020-03-27,male,313,0
2020-02-13,male,314,0
2020-01-25,female,315,0
2020-03-16,female,316,0
2020-01-21,male,317,0
2020-03-15,male,318,0
2020-03-09,male,319,0
2020-01-06,male,320,0
2020-03-06,female,321,0
2020-01-31,female,322,0
2020-01-27,male,323,0
2020-01-24,male,324,0
2020-02-26,male,325,0
2020-01-28,male,326,0
2020-01-28,male,327,0
2020-01-08,male,328,0
2020-01-05,female,329,0
2020-01-23,female,330,0
2020-02-09,male,331,0
2020-02-11,male,332,0
2020-03-04,female,333,0
2020-02-27,male,334,0
2020-01-14,male,335,0
2020-03-18,male,336,0
2020-03-29,male,337,0
2020-02-26,male,338,0
2020-03-07,male,339,0
2020-01-29,female,340,0
2020-03-25,female,341,0
2020-01-10,female,342,0
2020-01-19,other,343,0
2020-01-01,male,344,0
2020-03-23,male,345,0
2020-01-31,male,346,0
2020-03-27,female,347,0
2020-01-17,male,348,0
2020-01-09,male,349,0
2020-02-20,male,350,0
2020-02-26,male,351,0
2020-02-16,female,352,0
2020-01-04,female,353,0
2020-01-04,male,354,0
2020-03-13,male,355,0
2020-01-28,female,356,0
2020-03-12,female,357,0
2020-03-10,female,358,0
2020-03-08,female,359,0
2020-01-20,female,360,0
2020-02-04,female,361,0
2020-02-27,male,362,0
2020-03-22,male,363,0
2020-03-08,male,364,0
2020-01-19,female,365,0
2020-01-16,female,366,0
2020-03-21,female,367,0
2020-02-17,male,368,0
2020-02-02,female,369,0
2020-03-02,other,370,0
2020-02-25,male,371,0
2020-03-15,female,372,0
2020-01-12,male,373,0
2020-02-08,female,374,0
2020-03-03,male,375,0
2020-01-14,male,376,1
2020-01-04,female,377,0
2020-02-13,female,378,0
2020-01-08,male,379,0
2020-01-15,female,380,0
2020-01-04,male,381,0
2020-01-13,female,382,0
2020-01-29,male,383,0
2020-03-10,female,384,0
2020-02-29,male,385,0
2020-02-23,male,386,0
2020-03-23,female,387,0
2020-02-09,male,388,0
2020-01-03,other,389,0
2020-01-11,male,390,0
2020-03-18,female,391,0
2020-03-19,female,392,0
2020-02-07,female,393,0
2020-01-24,female,394,0
2020-03-10,female,395,0
2020-01-18,female,396,0
2020-04-01,male,397,0
2020-03-27,male,398,0
2020-02-17,male,399,0
2020-02-21,female,400,0
2020-01-06,male,401,0
2020-03-07,male,402,0
2020-03-02,male,403,0
2020-03-16,female,404,0
2020-01-24,other,405,0
2020-02-21,male,406,0
2020-02-28,male,407,0
2020-03-02,male,408,0
2020-01-27,female,409,0
2020-01-11,male,410,0
2020-03-03,female,411,0
2020-01-07,male,412,0
2020-03-11,male,413,0
2020-03-27,female,414,0
2020-02-03,male,415,0
2020-03-28,male,416,0
2020-02-17,female,417,0
2020-03-17,female,418,0
2020-01-25,female,419,0
2020-01-06,male,420,0
2020-01-25,female,421,0
2020-01-12,male,422,0
2020-03-28,female,423,0
2020-02-18,male,424,0
2020-01-19,female,425,0
2020-02-09,male,426,0
2020-02-21,female,427,0
2020-01-22,male,428,0
2020-02-27,female,429,0
2020-02-05,male,430,0
2020-04-01,male,431,0
2020-03-17,male,432,0
2020-01-21,male,433,0
2020-02-23,male,434,0
2020-02-07,male,435,0
2020-03-26,female,436,0
2020-03-13,female,437,0
2020-02-27,male,438,0
2020-03-01,male,439,0
2020-01-10,other,440,0
2020-03-14,female,441,0
2020-02-27,female,442,0
2020-02-18,male,443,0
2020-03-31,female,444,0
2020-03-21,female,445,0
2020-03-05,female,446,0
2020-01-19,female,447,0
2020-03-02,male,448,0
2020-02-26,male,449,0
2020-02-23,male,450,0
2020-02-16,male,451,0
2020-01-13,male,452,0
2020-01-24,female,453,0
2020-02-09,male,454,0
2020-01-22,female,455,0
2020-02-01,male,456,0
2020-03-08,male,457,0
2020-02-11,female,458,0
2020-02-20,male,459,0
2020-03-11,other,460,0
2020-03-11,female,461,0
2020-01-31,male,462,0
2020-01-19,female,463,0
2020-03-23,female,464,0
2020-03-29,female,465,0
2020-01-13,male,466,0
2020-01-23,male,467,0
2020-02-01,female,468,0
2020-02-23,male,469,0
2020-02-20,male,470,0
2020-01-01,female,471,0
2020-02-04,male,472,0
2020-02-19,male,473,0
2020-03-24,male,474,0
2020-02-24,female,475,0
2020-03-13,male,476,0
2020-03-23,female,477,0
2020-01-09,male,478,0
2020-03-11,male,479,0
2020-03-26,female,480,0
2020-01-14,female,481,0
2020-02-26,female,482,0
2020-03-03,female,483,0
2020-01-27,male,484,0
2020-03-24,other,485,0
2020-01-11,male,486,0
2020-02-14,male,487,0
2020-03-02,female,488,0
2020-01-30,male,489,0
2020-01-30,female,490,0
2020-01-23,male,491,0
2020-01-20,male,492,0
2020-01-04,other,493,0
2020-02-04,female,494,0
2020-03-17,female,495,0
2020-02-23,male,496,0
2020-02-01,female,497,0
2020-01-19,female,498,0
2020-02-24,male,499,0
2020-03-31,female,500,0
2020-03-18,female,501,0
2020-02-04,male,502,0
2020-01-31,male,503,0
2020-02-04,female,504,0
2020-01-16,male,505,0
2020-02-14,male,506,0
2020-03-03,female,507,0
2020-02-03,female,508,0
2020-03-06,male,509,0
2020-02-02,male,510,0
2020-02-29,male,511,0
2020-01-27,female,512,0
2020-01-19,male,513,0
2020-01-01,female,514,0
2020-03-05,male,515,0
2020-01-20,female,516,0
2020-02-03,male,517,0
2020-03-19,female,518,0
2020-02-20,male,519,0
2020-03-01,female,520,0
2020-01-29,other,521,0
2020-01-28,male,522,0
2020-01-16,male,523,0
2020-03-26,female,524,0
2020-01-06,female,525,0
2020-02-15,male,526,0
2020-03-18,female,527,0
2020-02-01,male,528,0
2020-02-28,female,529,0
2020-02-22,male,530,0
2020-01-09,female,531,0
2020-02-25,female,532,0
2020-01-04,female,533,0
2020-01-23,male,534,0
2020-01-14,female,535,0
2020-02-15,female,536,0
2020-03-04,male,537,0
2020-02-07,female,538,0
2020-02-06,other,539,0
2020-03-16,male,540,0
2020-03-02,female,541,0
2020-01-01,female,542,0
2020-02-09,female,543,0
2020-03-02,female,544,0
2020-01-29,male,545,0
2020-01-13,female,546,0
2020-02-26,male,547,0
2020-03-08,female,548,0
2020-02-02,male,549,0
2020-01-01,male,550,0
2020-01-30,female,551,0
2020-02-24,male,552,0
2020-01-14,female,553,0
2020-01-07,male,554,0
2020-01-30,other,555,0
2020-01-01,female,556,0
2020-01-09,female,557,0
2020-02-22,male,558,0
2020-02-10,male,559,0
2020-02-23,other,560,0
2020-02-06,male,561,0
2020-02-01,male,562,0
2020-03-08,male,563,0
2020-01-07,female,564,0
2020-01-09,male,565,0
2020-02-10,male,566,0
2020-03-05,male,567,0
2020-04-01,female,568,0
2020-01-31,female,569,0
2020-02-09,male,570,0
2020-03-09,male,571,0
2020-01-14,male,572,0
2020-02-28,male,573,0
2020-02-22,male,574,0
2020-03-11,male,575,0
2020-01-13,female,576,0
2020-01-26,male,577,0
2020-03-24,male,578,0
2020-01-21,female,579,0
2020-01-11,female,580,0
2020-03-02,female,581,0
2020-01-23,male,582,0
2020-04-01,male,583,0
2020-02-13,male,584,0
2020-02-21,female,585,0
2020-01-04,female,586,0
2020-03-11,male,587,0
2020-03-20,female,588,0
2020-03-25,female,589,0
2020-03-16,male,590,0
2020-02-24,female,591,0
2020-03-03,female,592,0
2020-01-28,male,593,0
2020-03-08,female,594,0
2020-01-01,male,595,0
2020-02-14,male,596,0
2020-03-29,female,597,0
2020-02-08,male,598,0
2020-01-08,female,599,0
2020-02-05,female,600,0
2020-01-07,male,601,0
2020-03-20,male,602,0
2020-01-10,female,603,0
2020-03-23,male,604,0
2020-01-09,female,605,0
2020-01-03,male,606,0
2020-03-28,female,607,0
2020-01-09,male,608,0
2020-01-14,female,609,0
2020-01-21,male,610,0
2020-04-01,male,611,0
2020-02-26,male,612,0
2020-02-05,female,613,0
2020-01-19,female,614,0
2020-03-13,male,615,0
2020-02-26,male,616,0
2020-01-23,male,617,0
2020-02-20,female,618,0
2020-02-12,male,619,0
2020-01-13,female,620,0
2020-02-29,female,621,0
2020-02-26,female,622,0
2020-01-19,female,623,0
2020-03-25,male,624,0
2020-02-10,male,625,0
2020-02-01,male,626,0
2020-03-28,female,627,0
2020-02-12,male,628,0
2020-01-03,male,629,0
2020-02-06,other,630,0
2020-01-29,female,631,0
2020-02-22,male,632,0
2020-02-03,female,633,0
2020-03-23,other,634,0
2020-03-18,female,635,0
2020-01-31,male,636,0
2020-02-17,female,637,0
2020-03-13,female,638,0
2020-02-04,female,639,0
2020-02-27,male,640,0
2020-01-18,male,641,0
2020-03-21,female,642,0
2020-03-24,female,643,0
2020-02-26,male,644,0
2020-01-23,female,645,0
2020-01-18,female,646,0
2020-02-11,female,647,0
2020-01-17,female,648,0
2020-02-22,female,649,0
2020-03-11,female,650,0
2020-03-02,male,651,0
2020-02-07,female,652,0
2020-01-03,female,653,0
2020-01-10,female,654,0
2020-03-06,male,655,0
2020-01-08,female,656,0
2020-02-12,female,657,0
2020-03-12,female,658,0
2020-01-28,female,659,0
2020-03-25,male,660,0
2020-01-10,male,661,0
2020-01-01,male,662,0
2020-01-02,female,663,0
2020-02-03,female,664,0
2020-03-28,male,665,0
2020-02-17,male,666,0
2020-02-12,male,667,0
2020-03-21,female,668,0
2020-02-16,female,669,0
2020-03-28,female,670,0
2020-03-01,female,671,0
2020-02-18,female,672,0
2020-02-08,male,673,0
2020-02-04,female,674,0
2020-01-21,male,675,0
2020-03-22,male,676,0
2020-01-23,female,677,0
2020-01-06,other,678,0
2020-01-19,female,679,0
2020-02-10,male,680,0
2020-01-02,female,681,0
2020-02-26,female,682,0
2020-02-03,other,683,0
2020-02-05,female,684,0
2020-02-04,female,685,0
2020-03-05,female,686,0
2020-01-20,male,687,0
2020-03-24,female,688,0
2020-01-30,female,689,0
2020-02-26,female,690,0
2020-02-27,female,691,0
2020-01-19,female,692,0
2020-03-14,female,693,0
2020-03-19,female,694,0
2020-02-07,female,695,0
2020-03-25,female,696,0
2020-01-11,female,697,0
2020-02-16,male,698,0
2020-01-07,male,699,0
2020-02-09,male,700,0
2020-03-28,female,701,0
2020-02-14,male,702,0
2020-03-30,female,703,0
2020-03-13,male,704,0
2020-01-05,male,705,0
2020-01-13,male,706,0
2020-01-21,female,707,0
2020-03-12,male,708,0
2020-03-12,female,709,0
2020-03-31,male,710,0
2020-02-11,female,711,0
2020-01-04,male,712,0
2020-01-07,male,713,0
2020-02-29,male,714,0
2020-02-02,male,715,1
2020-01-28,male,716,0
2020-03-24,female,717,0
2020-02-06,male,718,0
2020-01-15,female,719,0
2020-02-13,male,720,0
2020-01-16,female,721,0
2020-01-01,female,722,0
2020-03-10,female,723,0
2020-03-02,female,724,0
2020-01-02,male,725,0
2020-03-15,female,726,0
2020-03-03,female,727,0
2020-03-06,female,728,0
2020-02-15,female,729,0
2020-03-01,female,730,0
2020-03-28,male,731,0
2020-03-09,male,732,0
2020-02-02,female,733,0
2020-03-01,male,734,0
2020-01-25,female,735,0
2020-02-03,male,736,0
2020-01-29,female,737,0
2020-01-07,male,738,0
2020-01-17,female,739,0
2020-02-25,female,740,0
2020-02-18,female,741,0
2020-02-17,female,742,0
2020-01-02,female,743,0
2020-01-04,male,744,0
2020-02-13,male,745,0
2020-01-28,female,746,0
2020-01-25,male,747,0
2020-01-20,male,748,0
2020-03-25,male,749,0
2020-01-11,female,750,0
2020-03-15,other,751,0
2020-01-28,female,752,0
2020-04-01,male,753,0
2020-03-02,female,754,0
2020-01-18,male,755,0
2020-03-12,male,756,0
2020-02-18,male,757,0
2020-03-12,male,758,0
2020-02-26,male,759,0
2020-01-08,male,760,0
2020-03-31,male,761,0
2020-03-08,female,762,0
2020-01-31,male,763,0
2020-02-10,female,764,0
2020-01-11,female,765,0
2020-03-14,female,766,0
2020-03-14,male,767,0
2020-02-08,male,768,0
2020-03-08,female,769,0
2020-02-29,other,770,0
2020-01-05,male,771,0
2020-02-01,female,772,0
2020-03-15,male,773,0
2020-03-19,female,774,0
2020-01-24,female,775,0
2020-03-02,other,776,0
2020-01-11,male,777,0
2020-01-26,female,778,0
2020-03-21,other,779,0
2020-03-25,male,780,0
2020-02-03,male,781,0
2020-01-09,female,782,0
2020-02-26,male,783,0
2020-02-05,female,784,0
2020-02-17,male,785,0
2020-03-29,other,786,0
2020-01-18,male,787,0
2020-03-20,female,788,0
2020-02-06,male,789,0
2020-01-04,female,790,0
2020-03-09,female,791,0
2020-02-15,female,792,0
2020-01-29,male,793,0
2020-01-29,male,794,0
2020-01-13,female,795,0
2020-01-26,female,796,0
2020-02-25,male,797,0
2020-01-04,male,798,0
2020-03-19,female,799,0
2020-01-27,male,800,0
2020-03-29,female,801,0
2020-01-09,male,802,0
2020-03-05,female,803,0
2020-01-19,female,804,0
2020-01-25,female,805,0
2020-02-10,female,806,0
2020-03-03,male,807,0
2020-01-06,female,808,0
2020-03-19,other,809,0
2020-01-19,female,810,0
2020-03-01,male,811,0
2020-01-22,male,812,0
2020-02-28,male,813,0
2020-01-19,female,814,0
2020-01-04,female,815,0
2020-03-07,male,816,0
2020-01-15,male,817,0
2020-01-14,female,818,0
2020-02-17,female,819,0
2020-02-20,female,820,0
2020-02-23,male,821,0
2020-01-18,male,822,0
2020-01-09,male,823,0
2020-03-02,other,824,0
2020-02-27,female,825,0
2020-02-27,female,826,0
2020-02-08,female,827,0
2020-01-08,female,828,0
2020-03-14,female,829,0
2020-01-03,female,830,0
2020-02-21,other,831,0
2020-02-07,female,832,0
2020-02-21,other,833,0
2020-01-20,female,834,0
2020-02-18,male,835,0
2020-03-20,female,836,0
2020-03-11,female,837,0
2020-03-05,female,838,0
2020-01-08,male,839,0
2020-01-15,female,840,0
2020-01-06,female,841,0
2020-01-14,female,842,0
2020-02-07,female,843,0
2020-02-14,male,844,0
2020-03-29,female,845,0
2020-01-23,female,846,0
2020-03-03,male,847,0
2020-02-18,female,848,0
2020-03-10,female,849,0
2020-03-03,male,850,0
2020-02-12,female,851,0
2020-02-23,other,852,0
2020-02-08,female,853,0
2020-03-01,female,854,0
2020-01-27,male,855,0
2020-02-04,female,856,0
2020-03-08,female,857,0
2020-03-23,male,858,0
2020-01-26,female,859,0
2020-03-28,male,860,0
2020-02-11,male,861,0
2020-02-11,male,862,0
2020-03-16,female,863,0
2020-03-22,female,864,0
2020-03-19,female,865,0
2020-03-06,male,866,0
2020-03-29,female,867,0
2020-02-05,female,868,0
2020-03-20,female,869,0
2020-03-04,male,870,0
2020-01-27,female,871,0
2020-01-19,male,872,0
2020-03-28,male,873,0
2020-03-11,male,874,1
2020-03-08,female,875,0
2020-01-01,female,876,0
2020-01-01,male,877,0
2020-03-28,female,878,0
2020-02-10,male,879,0
2020-02-20,female,880,0
2020-03-10,male,881,0
2020-03-10,male,882,0
2020-01-16,female,883,0
2020-02-04,male,884,0
2020-03-11,female,885,0
2020-02-10,female,886,0
2020-01-07,male,887,0
2020-01-26,male,888,0
2020-03-25,female,889,0
2020-01-24,female,890,0
2020-02-10,male,891,0
2020-03-23,female,892,0
2020-02-03,male,893,0
2020-01-04,female,894,0
2020-02-05,male,895,0
2020-01-13,female,896,0
2020-01-29,female,897,0
2020-02-18,male,898,0
2020-01-14,female,899,0
2020-01-01,female,900,0
2020-01-16,female,901,0
2020-01-27,male,902,0
2020-02-06,female,903,0
2020-01-07,female,904,0
2020-03-01,other,905,0
2020-01-02,female,906,0
2020-03-15,male,907,0
2020-01-09,female,908,0
2020-01-13,male,909,0
2020-01-12,male,910,0
2020-01-14,female,911,0
2020-03-26,female,912,0
2020-03-10,female,913,0
2020-02-11,female,914,0
2020-02-03,female,915,0
2020-01-31,female,916,0
2020-01-29,female,917,0
2020-02-05,male,918,0
2020-02-02,male,919,0
2020-02-05,female,920,0
2020-01-24,female,921,0
2020-03-28,male,922,0
2020-03-01,female,923,0
2020-02-22,male,924,0
2020-01-19,male,925,0
2020-03-14,female,926,0
2020-02-17,female,927,0
2020-03-08,female,928,0
2020-03-21,female,929,0
2020-01-21,male,930,0
2020-04-01,male,931,0
2020-01-08,female,932,0
2020-03-06,male,933,0
2020-02-27,male,934,0
2020-01-31,female,935,0
2020-02-09,male,936,0
2020-01-01,male,937,0
2020-01-02,male,938,0
2020-03-04,male,939,0
2020-02-13,female,940,0
2020-03-14,female,941,0
2020-01-04,other,942,0
2020-01-01,male,943,0
2020-02-28,female,944,0
2020-03-16,male,945,0
2020-03-24,female,946,0
2020-01-24,male,947,0
2020-02-22,male,948,0
2020-01-27,male,949,0
2020-02-07,male,950,0
2020-03-26,female,951,0
2020-01-09,female,952,0
2020-03-12,male,953,0
2020-03-06,female,954,0
2020-02-14,female,955,0
2020-01-19,female,956,0
2020-03-22,male,957,0
2020-02-26,male,958,0
2020-02-29,female,959,0
2020-01-20,male,960,0
2020-01-12,female,961,0
2020-01-06,other,962,0
2020-01-01,female,963,0
2020-02-20,male,964,0
2020-01-31,male,965,0
2020-01-20,male,966,0
2020-02-15,female,967,0
2020-03-28,female,968,0
2020-01-25,male,969,0
2020-01-20,female,970,0
2020-02-19,female,971,0
2020-01-06,female,972,0
2020-01-24,male,973,0
2020-03-26,male,974,0
2020-01-11,female,975,0
2020-02-01,male,976,0
2020-01-06,female,977,0
2020-03-30,female,978,0
2020-01-25,female,979,0
2020-03-31,female,980,0
2020-01-24,female,981,0
2020-01-25,female,982,0
2020-01-21,female,983,0
2020-01-30,female,984,0
2020-02-16,male,985,0
2020-01-09,male,986,0
2020-03-31,female,987,0
2020-02-07,female,988,0
2020-01-06,other,989,0
2020-03-13,female,990,0
2020-01-29,male,991,0
2020-02-25,male,992,0
2020-02-02,male,993,0
2020-03-23,other,994,0
2020-02-05,male,995,0
2020-01-06,female,996,0
2020-03-22,female,997,0
2020-02-08,female,998,0
2020-03-11,male,999,0
2020-01-29,male,1000,0
2020-02-08,male,1001,0
2020-03-02,male,1002,0
2020-02-26,male,1003,0
2020-01-08,male,1004,0
2020-01-18,female,1005,0
2020-02-01,female,1006,0
2020-03-10,female,1007,0
2020-01-05,female,1008,0
2020-03-24,female,1009,0
2020-01-21,male,1010,0
2020-01-12,female,1011,0
2020-02-06,male,1012,0
2020-01-23,female,1013,0
2020-03-13,female,1014,0
2020-02-22,female,1015,0
2020-03-23,male,1016,0
2020-03-13,female,1017,0
2020-03-17,female,1018,0
2020-01-12,male,1019,0
2020-03-10,male,1020,0
2020-03-04,male,1021,0
2020-01-09,female,1022,0
2020-01-06,female,1023,0
2020-03-01,female,1024,0
2020-01-26,male,1025,0
2020-03-30,male,1026,0
2020-01-20,female,1027,0
2020-01-19,female,1028,0
2020-03-07,female,1029,0
2020-01-27,male,1030,0
2020-03-19,male,1031,0
2020-03-23,male,1032,0
2020-03-30,female,1033,0
2020-02-23,female,1034,0
2020-02-11,male,1035,0
2020-03-03,female,1036,0
2020-02-24,other,1037,0
2020-02-24,female,1038,0
2020-03-19,female,1039,0
2020-03-23,male,1040,0
2020-03-11,female,1041,0
2020-02-06,male,1042,0
2020-02-24,male,1043,0
2020-03-19,female,1044,0
2020-02-17,female,1045,0
2020-01-05,female,1046,0
2020-03-25,male,1047,0
2020-03-13,female,1048,0
2020-02-04,male,1049,0
2020-02-29,female,1050,0
2020-02-11,female,1051,0
2020-02-09,female,1052,0
2020-01-27,male,1053,0
2020-03-08,male,1054,0
2020-03-12,male,1055,0
2020-02-23,male,1056,0
2020-02-10,female,1057,0
2020-03-05,male,1058,0
2020-03-08,male,1059,0
2020-01-31,male,1060,0
2020-03-07,male,1061,0
2020-02-28,other,1062,0
2020-03-03,female,1063,0
2020-03-03,female,1064,0
2020-02-09,male,1065,0
2020-03-12,male,1066,0
2020-03-31,female,1067,0
2020-03-05,male,1068,0
